distance_km,traffic_hours,vehicle_avg_speed,vehicle_type,road_condition,weather_condition,actual_time_minutes,route_from,route_to,road_type
6.4,11.52,19.35,car,good,clear,22.04,Kathmandu,Patan,city
180.41,21.9,56.48,jeep,fair,fog,289.86,Kathmandu,Pokhara,highway
30.28,20.82,29.58,scooter,good,clear,100.96,Kathmandu,Nagarkot,hill
33.86,17.86,35.83,truck,fair,fog,130.05,Biratnagar,Dharan,terai
7.46,17.62,18.07,car,fair,rain,93.68,Biratnagar,Itahari,city
7.43,18.11,28.19,motorcycle,fair,clear,36.09,Kathmandu,Patan,city
8.27,9.2,22.31,microbus,good,rain,59.22,Biratnagar,Itahari,city
134.41,1.62,53.39,truck,poor,cloudy,266.44,Kathmandu,Birgunj,highway
211.89,12.4,55.87,scooter,fair,clear,292.3,Kathmandu,Pokhara,highway
42.81,10.78,32.42,bus,good,cloudy,103.84,Dharan,Dhankuta,hill
20.94,20.27,55.28,motorcycle,good,clear,31.51,Bhairahawa,Butwal,terai
270.76,1.37,43.78,bus,poor,clear,667.72,Kathmandu,Bhairahawa,highway
131.17,23.87,51.69,scooter,excellent,clear,137.07,Pokhara,Butwal,highway
34.62,18.68,56.45,bus,poor,clear,80.01,Dharan,Biratnagar,highway
34.66,0.13,37.53,microbus,excellent,rain,210.61,Kathmandu,Nagarkot,hill
37.53,3.84,33.56,scooter,good,rain,107.4,Biratnagar,Dharan,terai
14.24,14.11,21.97,bus,fair,clear,52.95,Kathmandu,Bhaktapur,city
278.58,20.21,57.67,microbus,good,fog,451.26,Kathmandu,Bhairahawa,highway
32.71,22.97,51.62,microbus,excellent,fog,58.63,Dharan,Biratnagar,highway
23.38,19.4,49.9,bus,good,cloudy,30.23,Bhairahawa,Butwal,terai
29.58,19.95,22.79,truck,good,fog,120.27,Kathmandu,Nagarkot,hill
13.23,6.67,43.13,car,good,cloudy,37.51,Pokhara,Sarangkot,hill
16.06,6.57,14.42,bus,poor,dust,114.76,Pokhara,Lekhnath,city
37.82,7.57,44.0,microbus,good,clear,63.69,Biratnagar,Dharan,terai
7.98,14.18,16.01,jeep,good,clear,36.77,Biratnagar,Itahari,city
192.1,13.02,56.37,motorcycle,good,rain,311.41,Kathmandu,Pokhara,highway
14.2,6.6,22.17,scooter,fair,rain,97.57,Pokhara,Sarangkot,hill
121.56,22.17,55.05,truck,poor,clear,181.77,Pokhara,Butwal,highway
12.86,13.25,31.26,microbus,good,cloudy,32.95,Pokhara,Sarangkot,hill
7.26,9.83,20.25,car,fair,rain,65.35,Biratnagar,Itahari,city
31.17,4.82,19.99,scooter,good,clear,138.1,Kathmandu,Nagarkot,hill
15.99,1.32,35.65,motorcycle,good,cloudy,28.91,Pokhara,Lekhnath,city
37.01,2.75,70.3,jeep,fair,cloudy,44.0,Dharan,Biratnagar,highway
7.03,11.43,36.17,motorcycle,fair,rain,22.0,Kathmandu,Patan,city
448.22,11.86,46.86,scooter,good,clear,630.07,Kathmandu,Dharan,highway
7.1,10.76,26.21,truck,good,cloudy,19.94,Kathmandu,Patan,city
203.82,5.45,45.09,truck,poor,rain,1164.15,Kathmandu,Pokhara,highway
69.5,15.24,42.61,jeep,good,dust,111.06,Birgunj,Hetauda,terai
7.41,21.04,14.76,truck,fair,clear,37.01,Biratnagar,Itahari,city
21.16,0.98,67.37,motorcycle,fair,clear,23.92,Bhairahawa,Butwal,terai
66.88,15.97,65.44,car,good,cloudy,64.73,Birgunj,Hetauda,terai
39.63,18.23,33.26,jeep,fair,cloudy,166.32,Dharan,Dhankuta,hill
44.92,20.24,27.95,jeep,excellent,cloudy,103.88,Dharan,Dhankuta,hill
126.95,23.08,64.24,car,poor,clear,211.58,Pokhara,Butwal,highway
31.77,10.98,35.68,car,fair,cloudy,88.41,Kathmandu,Nagarkot,hill
184.52,8.61,47.82,scooter,good,dust,546.47,Kathmandu,Pokhara,highway
34.0,16.73,31.82,truck,fair,clear,146.95,Kathmandu,Nagarkot,hill
134.41,15.61,61.18,bus,fair,cloudy,188.69,Kathmandu,Chitwan,highway
137.34,12.31,35.66,scooter,fair,clear,270.02,Kathmandu,Chitwan,highway
7.44,12.18,24.02,scooter,poor,cloudy,39.99,Biratnagar,Itahari,city
6.49,13.37,12.37,scooter,excellent,clear,31.29,Kathmandu,Patan,city
29.0,12.52,31.88,truck,poor,clear,147.13,Kathmandu,Dhulikhel,hill
28.86,13.23,29.12,bus,good,clear,77.83,Kathmandu,Nagarkot,hill
30.01,1.9,28.91,scooter,fair,cloudy,125.82,Kathmandu,Dhulikhel,hill
6.88,23.97,16.67,microbus,excellent,rain,40.29,Kathmandu,Patan,city
159.18,4.46,43.13,scooter,good,rain,350.66,Kathmandu,Chitwan,highway
137.38,17.69,58.91,truck,fair,clear,231.42,Kathmandu,Birgunj,highway
113.72,22.73,43.16,truck,fair,clear,176.93,Pokhara,Butwal,highway
8.69,3.52,20.64,scooter,poor,cloudy,40.87,Biratnagar,Itahari,city
34.79,0.8,40.95,scooter,fair,clear,63.57,Biratnagar,Dharan,terai
71.41,10.27,35.67,truck,poor,fog,312.83,Birgunj,Hetauda,terai
417.8,8.74,70.25,jeep,good,cloudy,611.36,Kathmandu,Dharan,highway
12.98,2.89,26.66,microbus,poor,clear,62.08,Pokhara,Sarangkot,hill
136.65,3.52,60.0,bus,fair,clear,139.7,Pokhara,Butwal,highway
211.19,11.84,63.32,car,poor,rain,613.63,Kathmandu,Pokhara,highway
37.47,23.39,57.08,car,good,clear,42.59,Biratnagar,Dharan,terai
265.15,20.04,46.51,bus,fair,rain,567.39,Kathmandu,Bhairahawa,highway
12.0,6.63,44.89,car,good,cloudy,21.66,Pokhara,Sarangkot,hill
30.77,16.63,38.2,car,fair,clear,91.1,Kathmandu,Dhulikhel,hill
35.73,11.24,60.4,bus,fair,fog,78.4,Dharan,Biratnagar,highway
423.43,17.34,61.99,jeep,poor,clear,771.85,Kathmandu,Dharan,highway
253.63,15.74,58.86,car,good,cloudy,394.06,Kathmandu,Bhairahawa,highway
146.3,21.48,63.31,car,excellent,rain,200.99,Kathmandu,Birgunj,highway
7.59,8.72,17.76,car,good,cloudy,43.68,Kathmandu,Patan,city
31.58,0.2,27.59,car,fair,clear,109.37,Kathmandu,Nagarkot,hill
122.13,6.29,60.06,microbus,fair,rain,256.88,Kathmandu,Birgunj,highway
7.76,19.55,37.06,motorcycle,fair,rain,25.09,Biratnagar,Itahari,city
32.35,13.15,59.07,motorcycle,good,clear,40.63,Biratnagar,Dharan,terai
6.32,23.26,18.76,motorcycle,good,clear,22.4,Kathmandu,Patan,city
182.84,22.91,45.12,jeep,good,cloudy,285.39,Kathmandu,Pokhara,highway
12.85,6.37,29.26,jeep,good,clear,37.51,Pokhara,Sarangkot,hill
6.91,17.84,25.56,bus,good,clear,31.83,Kathmandu,Patan,city
136.76,23.84,57.91,jeep,good,clear,135.43,Pokhara,Butwal,highway
61.27,16.38,50.27,microbus,poor,clear,145.25,Birgunj,Hetauda,terai
7.96,5.68,16.37,jeep,fair,rain,43.84,Biratnagar,Itahari,city
38.23,11.87,68.14,car,fair,clear,46.18,Dharan,Biratnagar,highway
394.95,23.02,50.88,car,fair,rain,1004.55,Kathmandu,Dharan,highway
16.16,12.14,34.1,car,good,cloudy,35.58,Pokhara,Lekhnath,city
439.15,0.9,81.11,motorcycle,good,clear,591.78,Kathmandu,Dharan,highway
213.71,5.88,61.3,motorcycle,fair,rain,420.56,Kathmandu,Pokhara,highway
38.37,16.77,49.27,scooter,fair,rain,129.64,Dharan,Biratnagar,highway
32.5,10.0,47.32,truck,good,cloudy,46.14,Dharan,Biratnagar,highway
13.16,8.14,20.26,bus,fair,cloudy,109.99,Pokhara,Sarangkot,hill
41.14,11.06,27.25,scooter,excellent,rain,182.24,Dharan,Dhankuta,hill
36.39,6.13,54.99,jeep,good,dust,48.47,Dharan,Biratnagar,highway
33.19,0.09,46.52,scooter,good,clear,43.62,Biratnagar,Dharan,terai
16.35,7.93,30.18,jeep,poor,cloudy,114.53,Pokhara,Lekhnath,city
23.57,6.99,53.94,car,good,cloudy,25.64,Bhairahawa,Butwal,terai
16.24,23.94,25.25,car,good,rain,66.08,Pokhara,Lekhnath,city
113.63,16.64,46.31,jeep,fair,cloudy,283.78,Pokhara,Butwal,highway
60.25,6.54,50.05,microbus,excellent,cloudy,97.13,Birgunj,Hetauda,terai
32.47,16.24,29.35,bus,fair,clear,158.43,Kathmandu,Nagarkot,hill
42.17,14.65,19.01,truck,good,clear,195.97,Dharan,Dhankuta,hill
22.98,4.83,40.63,scooter,fair,clear,41.72,Bhairahawa,Butwal,terai
13.58,9.04,21.09,scooter,good,rain,100.36,Kathmandu,Bhaktapur,city
460.46,12.71,54.7,truck,good,clear,583.13,Kathmandu,Dharan,highway
127.44,11.37,75.61,motorcycle,poor,dust,233.45,Kathmandu,Birgunj,highway
7.29,21.32,24.96,bus,poor,clear,28.9,Biratnagar,Itahari,city
34.74,1.59,36.36,scooter,good,cloudy,59.5,Dharan,Biratnagar,highway
147.41,16.44,57.62,motorcycle,good,rain,328.01,Kathmandu,Birgunj,highway
22.63,20.33,48.05,truck,fair,rain,46.08,Bhairahawa,Butwal,terai
32.51,13.27,43.01,microbus,poor,rain,135.39,Biratnagar,Dharan,terai
35.18,4.58,31.05,bus,excellent,cloudy,105.75,Kathmandu,Nagarkot,hill
422.08,14.82,68.68,jeep,good,cloudy,533.33,Kathmandu,Dharan,highway
35.06,19.03,19.49,truck,good,clear,167.35,Kathmandu,Nagarkot,hill
13.79,15.06,26.82,bus,good,dust,46.94,Pokhara,Sarangkot,hill
36.81,12.14,64.65,microbus,good,cloudy,41.29,Dharan,Biratnagar,highway
405.84,8.84,62.87,jeep,fair,clear,644.72,Kathmandu,Dharan,highway
12.46,9.22,43.1,motorcycle,good,clear,36.35,Pokhara,Sarangkot,hill
114.42,15.94,73.63,motorcycle,excellent,fog,103.83,Pokhara,Butwal,highway
209.44,3.08,53.68,truck,excellent,cloudy,236.92,Kathmandu,Pokhara,highway
115.41,21.37,67.44,motorcycle,good,cloudy,118.32,Pokhara,Butwal,highway
125.11,16.77,49.35,microbus,fair,clear,295.78,Kathmandu,Birgunj,highway
12.42,9.68,24.7,bus,fair,clear,104.31,Pokhara,Sarangkot,hill
13.61,15.42,19.37,scooter,good,cloudy,52.16,Kathmandu,Bhaktapur,city
131.07,8.03,71.86,car,poor,cloudy,306.97,Pokhara,Butwal,highway
12.42,17.54,15.01,jeep,fair,clear,100.54,Kathmandu,Bhaktapur,city
40.2,10.58,30.34,jeep,excellent,clear,92.81,Dharan,Dhankuta,hill
34.39,15.15,34.03,truck,fair,cloudy,70.34,Biratnagar,Dharan,terai
15.97,15.75,28.47,microbus,fair,fog,66.36,Pokhara,Lekhnath,city
207.01,21.96,46.79,microbus,fair,clear,275.76,Kathmandu,Pokhara,highway
20.42,3.26,44.15,microbus,excellent,cloudy,31.68,Bhairahawa,Butwal,terai
30.21,5.02,18.91,scooter,good,clear,119.31,Kathmandu,Dhulikhel,hill
13.28,10.27,28.47,car,fair,cloudy,48.04,Pokhara,Sarangkot,hill
12.16,11.32,18.81,microbus,fair,clear,54.27,Kathmandu,Bhaktapur,city
20.07,21.98,57.75,motorcycle,good,cloudy,21.51,Bhairahawa,Butwal,terai
13.88,15.2,19.9,truck,poor,clear,83.7,Pokhara,Lekhnath,city
16.35,17.87,23.54,scooter,good,dust,83.9,Pokhara,Lekhnath,city
37.01,1.85,53.86,car,good,clear,44.63,Biratnagar,Dharan,terai
217.72,6.57,43.9,scooter,good,fog,396.35,Kathmandu,Pokhara,highway
6.56,15.41,13.41,truck,fair,clear,48.07,Kathmandu,Patan,city
34.27,13.74,52.78,scooter,excellent,clear,37.12,Dharan,Biratnagar,highway
249.31,22.93,55.09,car,fair,clear,334.65,Kathmandu,Bhairahawa,highway
67.04,4.92,46.66,jeep,fair,clear,113.48,Birgunj,Hetauda,terai
219.01,13.87,60.94,jeep,fair,clear,233.54,Kathmandu,Pokhara,highway
451.6,14.45,49.95,microbus,excellent,clear,523.67,Kathmandu,Dharan,highway
258.8,13.04,52.4,car,fair,fog,641.28,Kathmandu,Bhairahawa,highway
186.46,22.38,51.86,scooter,excellent,clear,212.88,Kathmandu,Pokhara,highway
6.71,10.28,11.5,scooter,fair,clear,51.07,Kathmandu,Patan,city
29.33,8.05,20.82,bus,fair,dust,341.82,Kathmandu,Nagarkot,hill
456.48,11.19,47.54,scooter,fair,rain,1149.11,Kathmandu,Dharan,highway
7.76,15.92,21.08,motorcycle,good,cloudy,27.15,Biratnagar,Itahari,city
206.53,1.99,59.98,truck,poor,fog,384.8,Kathmandu,Pokhara,highway
14.73,14.38,18.39,jeep,poor,clear,159.16,Pokhara,Lekhnath,city
201.44,11.3,41.0,truck,good,clear,403.09,Kathmandu,Pokhara,highway
39.43,23.2,47.91,motorcycle,good,clear,61.97,Dharan,Dhankuta,hill
31.62,1.75,38.05,bus,good,fog,104.97,Biratnagar,Dharan,terai
136.37,4.21,58.77,jeep,fair,clear,168.32,Kathmandu,Birgunj,highway
7.6,22.02,26.72,microbus,good,clear,20.38,Biratnagar,Itahari,city
15.31,10.31,14.38,jeep,good,clear,85.03,Pokhara,Lekhnath,city
133.49,2.24,53.17,microbus,fair,clear,176.53,Kathmandu,Birgunj,highway
69.68,4.33,50.18,truck,excellent,cloudy,75.79,Birgunj,Hetauda,terai
7.14,7.86,17.05,bus,good,dust,51.47,Kathmandu,Patan,city
12.63,22.33,19.99,truck,fair,clear,67.27,Pokhara,Sarangkot,hill
122.21,2.09,72.87,motorcycle,fair,clear,111.75,Kathmandu,Birgunj,highway
32.55,12.0,28.51,bus,poor,clear,133.16,Kathmandu,Nagarkot,hill
130.22,15.55,58.28,motorcycle,excellent,cloudy,137.45,Pokhara,Butwal,highway
13.76,8.26,33.41,truck,excellent,clear,44.09,Pokhara,Sarangkot,hill
12.21,14.74,33.4,car,fair,cloudy,33.8,Kathmandu,Bhaktapur,city
41.81,1.32,23.84,jeep,fair,clear,162.07,Dharan,Dhankuta,hill
277.15,14.05,76.07,car,good,clear,226.65,Kathmandu,Bhairahawa,highway
44.29,5.89,26.82,truck,poor,fog,491.96,Dharan,Dhankuta,hill
32.91,16.39,58.92,motorcycle,excellent,rain,74.2,Biratnagar,Dharan,terai
34.38,8.85,20.92,truck,good,clear,173.86,Kathmandu,Nagarkot,hill
13.98,6.69,19.92,truck,fair,clear,45.11,Pokhara,Lekhnath,city
15.8,18.01,32.14,motorcycle,good,cloudy,60.25,Pokhara,Lekhnath,city
187.44,18.89,61.43,bus,good,fog,434.72,Kathmandu,Pokhara,highway
7.24,5.52,17.92,scooter,excellent,rain,41.26,Biratnagar,Itahari,city
6.98,18.37,16.76,motorcycle,good,clear,41.09,Kathmandu,Patan,city
21.09,22.03,46.49,microbus,good,cloudy,35.31,Bhairahawa,Butwal,terai
436.57,9.14,45.05,truck,fair,dust,1283.54,Kathmandu,Dharan,highway
454.28,22.32,41.2,bus,fair,clear,999.83,Kathmandu,Dharan,highway
139.75,15.31,58.46,car,good,clear,140.02,Kathmandu,Chitwan,highway
137.15,14.98,53.09,car,good,cloudy,173.93,Kathmandu,Chitwan,highway
22.85,15.49,48.53,microbus,excellent,clear,27.77,Bhairahawa,Butwal,terai
32.62,1.58,38.44,truck,good,clear,55.59,Dharan,Biratnagar,highway
32.5,14.23,26.39,truck,good,cloudy,106.28,Kathmandu,Nagarkot,hill
31.55,18.92,44.91,bus,poor,clear,82.86,Dharan,Biratnagar,highway
12.81,23.23,41.08,car,good,dust,24.59,Pokhara,Sarangkot,hill
8.67,22.79,17.42,car,fair,clear,32.29,Biratnagar,Itahari,city
27.84,7.08,27.82,bus,poor,clear,211.63,Kathmandu,Dhulikhel,hill
6.81,14.63,24.35,bus,good,cloudy,20.76,Kathmandu,Patan,city
148.13,9.11,54.84,jeep,fair,clear,270.97,Kathmandu,Birgunj,highway
265.9,18.92,37.4,scooter,poor,clear,1464.0,Kathmandu,Bhairahawa,highway
42.82,20.72,21.8,truck,good,rain,256.82,Dharan,Dhankuta,hill
7.49,16.28,26.56,microbus,excellent,clear,36.1,Kathmandu,Patan,city
67.21,6.96,65.27,car,fair,cloudy,78.29,Birgunj,Hetauda,terai
69.91,9.61,45.07,jeep,excellent,cloudy,116.09,Birgunj,Hetauda,terai
148.61,12.63,47.36,scooter,excellent,rain,273.77,Kathmandu,Chitwan,highway
128.12,1.21,51.21,jeep,poor,clear,273.3,Pokhara,Butwal,highway
407.3,23.61,50.37,truck,fair,dust,717.57,Kathmandu,Dharan,highway
28.85,14.7,47.96,motorcycle,fair,clear,102.51,Kathmandu,Nagarkot,hill
14.94,20.79,17.43,scooter,good,cloudy,54.52,Pokhara,Lekhnath,city
8.68,4.12,15.88,microbus,good,rain,95.63,Biratnagar,Itahari,city
198.55,13.93,63.11,microbus,fair,clear,252.81,Kathmandu,Pokhara,highway
192.68,22.17,70.41,jeep,good,clear,178.56,Kathmandu,Pokhara,highway
34.59,15.55,52.07,truck,fair,clear,49.7,Biratnagar,Dharan,terai
149.69,15.42,40.68,truck,good,clear,256.33,Kathmandu,Chitwan,highway
148.38,3.89,41.75,truck,fair,cloudy,253.49,Kathmandu,Birgunj,highway
31.21,13.78,23.83,bus,poor,cloudy,224.46,Kathmandu,Dhulikhel,hill
61.82,17.28,47.31,scooter,fair,rain,191.3,Birgunj,Hetauda,terai
30.04,18.87,27.88,scooter,good,rain,198.82,Kathmandu,Dhulikhel,hill
58.56,12.18,36.59,scooter,good,clear,105.02,Birgunj,Hetauda,terai
12.53,1.43,23.07,jeep,good,clear,45.39,Pokhara,Sarangkot,hill
40.06,18.92,30.67,bus,poor,clear,402.28,Dharan,Dhankuta,hill
33.9,21.22,65.68,microbus,fair,cloudy,44.52,Dharan,Biratnagar,highway
190.99,20.85,66.81,motorcycle,poor,clear,295.37,Kathmandu,Pokhara,highway
45.82,6.23,25.22,truck,excellent,rain,214.78,Dharan,Dhankuta,hill
134.3,13.05,62.47,car,good,cloudy,140.31,Kathmandu,Birgunj,highway
131.33,0.69,52.62,bus,fair,clear,171.24,Pokhara,Butwal,highway
15.73,22.58,17.37,bus,fair,cloudy,78.44,Pokhara,Lekhnath,city
23.85,12.73,52.71,car,good,cloudy,44.27,Bhairahawa,Butwal,terai
12.85,11.19,19.03,scooter,excellent,cloudy,41.83,Kathmandu,Bhaktapur,city
151.42,20.53,71.5,jeep,good,cloudy,197.71,Kathmandu,Chitwan,highway
20.29,10.25,54.32,jeep,fair,cloudy,25.09,Bhairahawa,Butwal,terai
194.36,13.55,57.18,jeep,excellent,clear,211.69,Kathmandu,Pokhara,highway
20.87,11.86,32.1,scooter,good,cloudy,43.59,Bhairahawa,Butwal,terai
8.29,7.14,25.73,car,fair,cloudy,57.27,Biratnagar,Itahari,city
12.12,0.07,30.35,microbus,fair,rain,50.96,Pokhara,Sarangkot,hill
432.48,16.83,61.33,microbus,fair,rain,1118.9,Kathmandu,Dharan,highway
7.38,5.79,15.61,scooter,fair,cloudy,39.56,Biratnagar,Itahari,city
32.61,10.08,30.62,motorcycle,good,cloudy,87.41,Kathmandu,Dhulikhel,hill
12.74,3.23,33.33,motorcycle,good,rain,42.22,Kathmandu,Bhaktapur,city
13.43,23.06,24.75,bus,good,clear,44.72,Pokhara,Sarangkot,hill
280.55,23.76,56.38,jeep,poor,cloudy,483.33,Kathmandu,Bhairahawa,highway
191.13,5.28,61.29,jeep,fair,rain,524.49,Kathmandu,Pokhara,highway
30.59,1.05,20.8,bus,fair,clear,143.01,Kathmandu,Nagarkot,hill
62.85,10.75,44.26,scooter,fair,rain,164.98,Birgunj,Hetauda,terai
46.1,8.54,24.21,jeep,fair,clear,267.18,Dharan,Dhankuta,hill
8.77,8.79,19.18,bus,good,clear,61.64,Biratnagar,Itahari,city
142.85,23.46,60.29,microbus,excellent,cloudy,227.82,Kathmandu,Chitwan,highway
66.48,12.64,47.57,bus,fair,clear,151.57,Birgunj,Hetauda,terai
36.81,2.97,72.89,motorcycle,poor,cloudy,52.39,Biratnagar,Dharan,terai
31.99,20.81,36.63,microbus,excellent,dust,71.36,Kathmandu,Dhulikhel,hill
6.6,1.26,12.9,microbus,fair,rain,63.91,Kathmandu,Patan,city
147.82,17.97,53.19,scooter,fair,cloudy,290.54,Kathmandu,Chitwan,highway
199.13,3.26,76.68,motorcycle,fair,rain,307.25,Kathmandu,Pokhara,highway
29.98,5.63,24.94,bus,excellent,clear,100.31,Kathmandu,Nagarkot,hill
12.84,8.42,27.36,car,fair,rain,108.58,Pokhara,Sarangkot,hill
129.6,7.79,70.53,car,fair,fog,222.5,Kathmandu,Birgunj,highway
118.55,9.17,69.28,motorcycle,fair,rain,249.09,Pokhara,Butwal,highway
33.81,7.33,30.46,bus,poor,clear,224.22,Kathmandu,Nagarkot,hill
21.48,21.65,50.63,bus,fair,rain,44.07,Bhairahawa,Butwal,terai
12.12,18.21,19.37,scooter,poor,dust,119.14,Kathmandu,Bhaktapur,city
293.67,11.28,41.08,bus,good,rain,681.41,Kathmandu,Bhairahawa,highway
7.02,10.4,29.46,motorcycle,fair,clear,18.57,Kathmandu,Patan,city
218.53,5.16,40.47,scooter,poor,fog,651.25,Kathmandu,Pokhara,highway
67.11,6.26,55.87,jeep,good,clear,86.18,Birgunj,Hetauda,terai
16.07,13.83,20.99,microbus,good,rain,85.0,Pokhara,Lekhnath,city
130.42,23.52,68.2,jeep,fair,dust,164.24,Kathmandu,Birgunj,highway
16.08,20.83,20.44,jeep,good,cloudy,90.16,Pokhara,Lekhnath,city
23.58,3.54,50.69,truck,good,rain,59.73,Bhairahawa,Butwal,terai
7.35,17.24,14.53,microbus,excellent,clear,50.47,Kathmandu,Patan,city
14.02,9.92,19.35,microbus,poor,rain,251.26,Pokhara,Lekhnath,city
34.82,20.14,28.52,jeep,fair,clear,117.94,Kathmandu,Nagarkot,hill
14.9,1.93,16.73,scooter,good,clear,54.6,Pokhara,Lekhnath,city
6.8,12.14,25.41,microbus,fair,cloudy,26.66,Kathmandu,Patan,city
214.47,0.88,55.95,motorcycle,poor,clear,375.26,Kathmandu,Pokhara,highway
46.15,2.08,38.66,car,good,cloudy,98.67,Dharan,Dhankuta,hill
8.37,9.87,25.22,jeep,fair,rain,57.89,Biratnagar,Itahari,city
33.23,0.09,31.01,microbus,good,fog,124.34,Kathmandu,Nagarkot,hill
12.96,10.82,24.87,microbus,fair,clear,61.53,Pokhara,Sarangkot,hill
33.81,11.54,35.5,microbus,poor,fog,197.88,Kathmandu,Nagarkot,hill
13.04,4.69,33.49,motorcycle,fair,clear,29.9,Kathmandu,Bhaktapur,city
13.54,16.25,43.33,car,poor,dust,54.96,Pokhara,Sarangkot,hill
424.01,17.19,71.97,car,poor,clear,699.26,Kathmandu,Dharan,highway
155.94,17.64,55.2,car,fair,clear,325.36,Kathmandu,Chitwan,highway
155.01,7.12,69.55,motorcycle,excellent,clear,159.41,Kathmandu,Chitwan,highway
46.1,7.28,27.13,truck,poor,clear,223.13,Dharan,Dhankuta,hill
7.68,9.13,11.81,scooter,excellent,rain,98.66,Kathmandu,Patan,city
6.54,18.76,20.52,truck,fair,clear,37.03,Kathmandu,Patan,city
12.98,18.23,19.28,scooter,excellent,clear,56.79,Kathmandu,Bhaktapur,city
11.93,8.03,28.11,jeep,good,rain,137.88,Kathmandu,Bhaktapur,city
13.9,21.26,19.22,bus,fair,dust,105.41,Kathmandu,Bhaktapur,city
43.07,8.5,20.77,truck,fair,rain,413.09,Dharan,Dhankuta,hill
144.27,0.55,79.77,car,fair,clear,120.21,Kathmandu,Birgunj,highway
32.14,12.5,33.6,truck,good,clear,93.1,Kathmandu,Dhulikhel,hill
458.41,9.81,58.81,microbus,fair,rain,1044.37,Kathmandu,Dharan,highway
137.51,4.0,52.43,truck,fair,clear,190.66,Kathmandu,Birgunj,highway
15.11,7.15,17.59,truck,poor,clear,148.56,Pokhara,Lekhnath,city
32.07,11.46,56.41,bus,fair,cloudy,48.75,Dharan,Biratnagar,highway
123.21,7.75,75.17,car,fair,cloudy,181.97,Pokhara,Butwal,highway
14.21,17.34,12.0,truck,poor,rain,501.88,Pokhara,Lekhnath,city
37.04,5.16,46.18,truck,good,cloudy,47.21,Biratnagar,Dharan,terai
13.14,1.73,23.75,truck,good,clear,50.18,Pokhara,Sarangkot,hill
14.95,6.41,28.34,jeep,good,clear,31.97,Pokhara,Lekhnath,city
14.83,15.03,16.26,jeep,fair,clear,92.31,Pokhara,Lekhnath,city
42.41,2.14,27.82,microbus,good,dust,141.99,Dharan,Dhankuta,hill
280.89,1.55,67.36,motorcycle,excellent,cloudy,362.85,Kathmandu,Bhairahawa,highway
43.37,11.42,37.29,motorcycle,good,rain,197.2,Dharan,Dhankuta,hill
136.27,17.41,50.6,truck,fair,clear,284.71,Pokhara,Butwal,highway
7.93,5.49,21.83,bus,good,clear,25.06,Biratnagar,Itahari,city
62.52,9.44,53.51,bus,good,cloudy,101.39,Birgunj,Hetauda,terai
13.87,8.69,18.87,scooter,good,clear,88.79,Pokhara,Sarangkot,hill
7.36,9.61,24.46,scooter,good,clear,38.33,Biratnagar,Itahari,city
35.0,6.8,65.7,jeep,excellent,clear,31.04,Dharan,Biratnagar,highway
30.45,11.73,42.92,motorcycle,good,cloudy,59.63,Kathmandu,Dhulikhel,hill
37.03,11.68,51.88,microbus,fair,rain,95.42,Dharan,Biratnagar,highway
28.14,14.48,23.4,truck,good,dust,101.93,Kathmandu,Dhulikhel,hill
206.57,21.93,64.46,jeep,fair,clear,216.1,Kathmandu,Pokhara,highway
31.25,19.19,36.32,microbus,poor,cloudy,146.27,Kathmandu,Dhulikhel,hill
68.77,13.11,52.1,truck,fair,fog,139.44,Birgunj,Hetauda,terai
387.19,2.34,52.97,truck,fair,clear,521.92,Kathmandu,Dharan,highway
15.04,18.72,21.4,scooter,good,fog,118.37,Pokhara,Lekhnath,city
32.95,9.34,38.28,microbus,good,fog,93.85,Biratnagar,Dharan,terai
199.33,15.69,67.64,jeep,fair,dust,353.68,Kathmandu,Pokhara,highway
13.4,19.09,29.84,bus,good,cloudy,63.73,Pokhara,Sarangkot,hill
30.71,8.07,40.46,jeep,fair,clear,93.82,Kathmandu,Nagarkot,hill
29.23,5.97,43.53,motorcycle,fair,dust,119.97,Kathmandu,Nagarkot,hill
13.12,18.14,15.72,truck,fair,cloudy,99.95,Kathmandu,Bhaktapur,city
130.86,7.3,54.72,truck,good,cloudy,194.65,Pokhara,Butwal,highway
59.56,11.66,49.81,car,good,cloudy,72.08,Birgunj,Hetauda,terai
39.55,10.75,21.12,scooter,fair,rain,285.64,Dharan,Dhankuta,hill
34.19,15.33,44.23,motorcycle,excellent,clear,57.5,Kathmandu,Nagarkot,hill
37.51,14.07,60.15,jeep,good,rain,70.35,Biratnagar,Dharan,terai
13.79,9.92,27.1,car,excellent,clear,47.06,Pokhara,Sarangkot,hill
210.33,13.91,45.66,scooter,poor,rain,720.55,Kathmandu,Pokhara,highway
15.85,11.43,21.25,scooter,good,rain,90.19,Pokhara,Lekhnath,city
7.31,18.84,33.93,car,fair,clear,30.84,Biratnagar,Itahari,city
154.4,5.17,54.51,scooter,good,clear,190.44,Kathmandu,Chitwan,highway
33.89,12.9,65.66,motorcycle,excellent,clear,30.26,Dharan,Biratnagar,highway
39.86,2.79,26.34,scooter,fair,rain,220.07,Dharan,Dhankuta,hill
37.52,22.82,40.78,scooter,poor,cloudy,144.3,Biratnagar,Dharan,terai
16.27,22.82,19.9,truck,excellent,rain,73.85,Pokhara,Lekhnath,city
273.56,15.99,65.22,motorcycle,excellent,clear,234.08,Kathmandu,Bhairahawa,highway
130.77,15.74,52.47,car,poor,cloudy,350.22,Pokhara,Butwal,highway
